URL Source,Article,Summary
https://www.bbc.com/tamil/india-45429821,சட்டப்பிரிவு 377: காலனி ஆதிக்கம் முதல் இன்று வரை- நடந்தது என்ன?,"இந்திய உச்சநீதிமன்றம், 377வது சட்டப்பிரிவில் திருத்தம் செய்ய வேண்டும் என்று கோரிய மனு மீதான விசாரணையை துவக்கியதில் இருந்து இந்திய கலாசாரம் மற்றும் இந்து மதவாதிகளிடையே ஓரினச்சேர்க்கை பற்றிய விவாதம் மீண்டும் சூடுபிடித்தது."
https://www.bbc.com/tamil/global-43367740,"""வட கொரிய அதிபரை சந்திப்பதில் உள்ள ஆபத்துக்கள் டிரம்பிற்கு தெரியும்""",வட கொரிய அதிபரை சந்திப்பதில் உள்ள ஆபத்துக்கள் டிரம்பிற்கு தெரிந்துதான் அவர் இந்த முடிவை எடுத்துள்ளார் என மத்திய புலனாய்வு முகமையி ன் இயக்குநர் மைக் போம்பேயோ தெரிவித்துள்ளார்.
https://www.bbc.com/tamil/india/2016/08/160809_irom_sharmila_manipur,இரோம் ஷர்மிளா: முடிவுக்கு வந்துள்ள உலகிலேயே நீண்ட உண்ணாவிரதம்,இந்தியச் செயற்பாட்டாளர் இரோம் ஷர்மிளா சர்ச்சைக்குரிய ஒரு சட்டத்திற்கு எதிராக 16 ஆண்டுகளாக நடத்தி வந்த உண்ணாவிரதத்தை இன்று முடிவுக்கு கொண்டு வந்துள்ளார்.
https://www.bbc.com/tamil/india-49139687,"அப்துல் கலாம்: நான்காம் ஆண்டு நினைவு நாளில் கண்டுகொள்ளாத மத்திய, மாநில அமைச்சர்கள்",அப்துல் கலாமின் நான்காம் ஆண்டு நினைவு நாள் இன்று சனிக்கிழமை அனுசரிக்கப்பட்டது.
https://www.bbc.com/tamil/india-48163523,"மகாராஷ்டிரா மாவோயிஸ்ட் தாக்குதல்: 'பல பிரமோத்கள் வேலைக்கு செல்கிறார்கள், திரும்பி வருவதில்லை'","'பாம்யா' இனிமேல் திரும்ப வரவே மாட்டார். வெள்ளிக்கிழமையன்று அவருடைய அஸ்தியை கங்கையில் கரைத்தார்கள். அப்போது ஆற்றங்கரையில் கூடியிருந்த நண்பர்கள், தங்கள் உற்ற நண்பனுக்கு இறுதி விடை கொடுத்தார்கள். ,"
https://www.bbc.com/tamil/india-45303199,“நீர் நிலைகள் ஆக்கிரமிப்பால் ஏற்பட்ட அவலமே கேரள வெள்ளம்”,கேரள வெள்ளசேதத்திற்கு முல்லைப்பெரியாறு அணையில் இருந்து திடீரென்று அதிக அளவில் தண்ணீரை தமிழகம் திறந்துவிட்டது முக்கிய காரணம் என்று உச்சநீதிமன்றத்தில் கேரள அரசு தகவல் தெரிவித்தது.
https://www.bbc.com/tamil/global-41415012,தாய்லாந்து முன்னாள் பிரதமர் இங்லக் சின்னவாட்டுக்கு 5 ஆண்டுகள் சிறை,"தாய்லாந்து நாட்டின் முன்னாள் பிரதமர் இங்லக் சின்னவாட்டுக்கு கிராமப்புற விவசாயிகளுக்கு அரசி கொள்முதல் விலையில் மானியம் அளித்தது தொடர்பான வழக்கில் ஐந்து ஆண்டுகள் சிறை தண்டனை வழங்கப்பட்டுள்ளது. ஆனால், தண்டனை அளிப்பதற்கு முன்னதாகவே அவர் நாட்டை விட்டு வெளியேறிவிட்டார்."
https://www.bbc.com/tamil/global-53775221,இஸ்லாம் மதத்தை `பாதுகாப்பதற்கான' மசோதா: பாகிஸ்தானில் தொடரும் சர்ச்சை,பாகிஸ்தானின் கடுமையான மத துவேஷ சட்டங்களை மத அடிப்படைவாத கட்சிகள் தீவிரமாக ஆதரவு அளிக்கின்றன
https://www.bbc.com/tamil/global-46416381,'இச்சையைத் தூண்டும் வகையில்' ஆடை அணிந்ததாக எகிப்திய நடிகை மீது வழக்கு,கடந்த சில மணிநேரங்களில் நிகழ்ந்த சில முக்கிய உலக நிகழ்வுகளைத் தொகுத்து வழங்குகிறோம்.
https://www.bbc.com/tamil/global-42682345,உணவு பற்றாக்குறை: வட கொரிய மக்கள் என்ன சாப்பிடுகிறார்கள்?,உலக நாடுகளின் தடையால் வட கொரியாவில் பொருளாதார நெருக்கடி ஏற்பட்டுள்ளதுடன் உணவுப் பொருட்களுக்கும் பற்றாக்குறை ஏற்பட்டுள்ளது.
https://www.bbc.com/tamil/global-51985781,"கொரோனா வைரஸ்: 11,397 மரணங்கள்; இளைஞர்களை எச்சரிக்கும் உலக சுகாதார நிறுவனம்","ஜான்ஸ் ஹாப்கின்ஸ் பல்கலைக்கழக தகவலின்படி, சர்வதேச அளவில் கொரோனாவால் 2,74,707 பேர் பாதிக்கப்பட்டுள்ளனர். 11,397 பேர் பலியாகி உள்ளனர்."
https://www.bbc.com/tamil/sri-lanka-42176962,இலங்கை : சீரற்ற வானிலையால் தென் பகுதியில் கடும் சேதம்,இலங்கையின் தென்மேற்கு பகுதியில் ஏற்பட்டுள்ள காற்றழுத்த தாழ்வுநிலை காரணமாக நாட்டின் தென் பகுதிகளில் பெருத்த சேதம் ஏற்பட்டுள்ளது.
https://www.bbc.com/tamil/india-54275638,விஜயகாந்த்: கொரோனா அறிகுறிகளுடன் மருத்துவமனையில் அனுமதி,மருத்துவமனையில் அனுமதிக்கப்பட்டுள்ள தே.மு.தி.க தலைவர் விஜயகாந்த் விரைவில் குணமடைந்து வீடு திரும்புவார் என மியாட் மருத்துவமனை செய்தி அறிக்கை ஒன்றை வெளியிட்டுள்ளது.
https://www.bbc.com/tamil/india-45041059,"அம்மாவின் ஆசையை நிறைவேற்றிய பெண் விமானி, குவியும் வாழ்த்துகள்",எல்லா பெற்றோர்களுக்கும் தன் பிள்ளைகள் குறித்து ஏதாவது ஒரு கனவு இருக்கும்தானே? அப்படிதான் விமான பணிப்பெண்ணாக இருந்த பூஜா சின்சான்கருக்கும் ஒரு கனவு இருந்தது.
https://www.bbc.com/tamil/india-43895253,கன்னிமாரா நூலகத்தின் கலையழகு மிக்க பழைய கட்டடம் சொல்லும் கதைகள்,இந்தியாவின் பழமையான நூலகங்களில் ஒன்றான கன்னிமாரா பொது நூலகத்தின் கலையழகு மிகுந்த பழைய கட்டடம் உலகப் புத்தக தினத்தை ஒட்டி பொதுமக்களுக்குத் திறந்துவிடப்பட்டுள்ளது.
https://www.bbc.com/tamil/sri-lanka-45176284,இலங்கை ராணுவத்தில் கீரிப்பிள்ளைகள்: வெடிகுண்டுகளை கண்டறிய உதவும்,"இந்தத் தகவல் கிடைத்த பின்னர், இதுகுறித்த விரிவான வி வ ரங்களைச் சேகரிக்க பி.பி.சி தமிழ் நேரடியாக சென்றிருந்தது."
https://www.bbc.com/tamil/science-49411620,புதிய கோள்களை கண்டறிந்த இலங்கை விஞ்ஞானிகள்,"சூரிய குடும்பத்திற்கு வெளியில், இரண்டு கோள்களுடனான ஒரு புதிய கோள் மண்டலத்தை இலங்கை விஞ்ஞானிகள் கண்டுபிடித்துள்ளனர்."
https://www.bbc.com/tamil/india-45079923,கோயில்களில் பூஜை - ஆன்லைன் முன்பதிவில் ரூ.500 கோடி முறைகேடு,இன்றைய இந்திய நாளிதழ்களில் வெளியான முக்கியச் செய்திகளை தொகுத்தளிக்கிறோம். தினத்தந்தி: 'கோயில்களில் பூஜை - ஆன்லைன் மூலம் முன்பதிவில் ரூ.500 கோடி முறைகேடு'
https://www.bbc.com/tamil/global-49547494,குல்பூஷன் ஜாதவை சந்திக்கிறார் இந்திய தூதரக அதிகாரி,குல்பூஷன் ஜாதவை இந்திய தூதரக அதிகாரி சந்திக்கலாம் என்று பாகிஸ்தான் கோரியதை ஏற்றுக்கொள்வதாக இந்தியா அறிவித்துள்ளது.
https://www.bbc.com/tamil/global-42733003,வட கொரிய நெருக்கடி: கவனமுடன் பேச்சுவார்த்தையை தொடரும் தென் கொரியா,மிகவும் கவனமாக வட கொரியாவுடன் நடைபெறும் உயர்நிலை பேச்சுவார்த்தைகளை தொடரப்போவதாக தென் கொரியா தெரிவித்துள்ளது.
https://www.bbc.com/tamil/india-39317407,யார் இந்த யோகி ஆதித்யநாத்?,கோரக்பூர் மக்களவைத் தொகுதியில் இருந்து ஐந்தாவது முறையாக யோகி ஆதித்யநாத் உறுப்பினராக தேர்ந்தெடுக்கப்பட்டார். உத்தரப் பிரதேசத்தின் மிகப் பிரபலமான அரசியல் தலைவரான யோகி ஆதித்யநாத் முதலமைச்சராக வேண்டும் என்பதற்கான ஆதரவு சென்ற ஆண்டு முதலே பரவலாகக் காணப்பட்டது.
https://www.bbc.com/tamil/global-49445166,அமேசான் காட்டுத்தீ: என்ன நடக்கிறது அங்கே? நாம் ஏன் கவலை கொள்ள வேண்டும்? - விரிவான தகவல்கள்,"'புகை நாட்டுக்கும் உயிருக்கும் கேடு' , ' புகை உயிரைக் கொல்லும்' - இது நாம் அனைவருக்கும் தெரிந்த வாசகம். இதனை நாம் நினைவில் நிறுத்திக் கொள்ள வேண்டும் என்பதற்காகதான் இந்த முகேஷ் கதையை திரையரங்குகளில் திரையிடுகிறார்கள்."
https://www.bbc.com/tamil/sri-lanka-45639836,மண்டேலா பாதையில் பயணிக்க உலகத் தலைவர்களுக்கு இலங்கை அதிபர் சிறிசேன அழைப்பு,"நெல்சன் மண்டேலா பாதையில் பயணிக்க, உலகின் அனைத்து தலைவர்களையும் அழைப்பதாக இலங்கை ஜனாதிபதி மைத்ரிபால சிறிசேன தெரிவித்துள்ளார்."
https://www.bbc.com/tamil/sri-lanka-48573339,இலங்கையில் மோதி தமிழ் தேசிய கூட்டமைப்புக்கு கொடுத்த வாக்கு என்ன? - விரிவான தகவல்கள்,"இலங்கை மீதான பயங்கரவாதத் தாக்குதலினால் ஏற்பட்டுள்ள பதற்ற நிலைமைக்கு மத்தியில் தனது நாட்டிற்கு விஜயம் மேற்கொண்டது, இலங்கையின் பாதுகாப்பு உறுதிப்படுத்தப்பட்டதாக உலகிற்கு வழங்கிய நற்செய்தி என ஜனாதிபதி மைத்திரிபால சிறிசேன, பிரதமர் நரேந்திர மோதியிடம் தெரிவித்துள்ளார்."
https://www.bbc.com/tamil/india-46770271,இரவு நேரத்தில் இளம்பெண் ஊர் சுற்றினால் தவறா?,"இரவு நேரத்தில் வெளியே செல்வதை பெண்கள் விரும்புகிறீர்களா? அப்படி விரும்புபவர்கள், என்னென்ன காரணங்களுக்காக விரும்புகிறார்கள்? இது பற்றிய அவர்களது குடும்பத்தினரின் கருத்து என்ன? இந்த சமூகம் அதை எப்படி பார்க்கிறது? போன்ற கேள்விகளுக்கு விடையறிய இரவு நேரத்தில் வெளியே செல்ல விரும்பும் பெண் ஒருவரிடம் பிபிசி பேசியது. அந்த பெண்ணின் அடையாளம் அவரது வேண்டுகோளின்படி பெயர் அறியப்படாமல் வைக்கப்பட்டுள்ளது."
https://www.bbc.com/tamil/india-51249726,CAA -வுக்கு எதிராக தீக்குளித்தாரா மார்க்சிஸ்ட் கம்யூனிஸ்ட் தொண்டர்? - தொடரும் போராட்டம்,மத்தியப்பிரதேசத்தில் 72 வயதான மார்க்சிஸ் கம்யூனிஸ்ட் கட்சியின் தொண்டர் நேற்று (வெள்ளிக்கிழமை) தீக்குளித்த சம்பவம் குறித்து தொடர்ந்து விசாரணை நடைபெற்று வருகிறது.
https://www.bbc.com/tamil/global-47564672,போயிங் நிறுவனம் முடிவு: உலகம் முழுவதும் மேக்ஸ் 737 ரக விமானங்கள் பறக்கத்தடை மற்றும் பிற செய்திகள்,"சில நாள்களுக்கு முன்பு எத்தியோப்பியாவிலும், ஐந்து மாதங்கள் முன்பு இந்தோனீசியாவிலும் நடுவானில் இருந்து நொறுங்கி விழுந்த போயிங் 737 மேக்ஸ் ரக விமானங்களை உலகம் முழுவதிலும் நிறுத்திவைப்பதாக அறிவித்துள்ளது இந்த விமானங்களைத் தயாரித்த அமெரிக்க நிறுவனமான போயிங்."
https://www.bbc.com/tamil/global-42631770,சௌதி அரேபியா: ஒருபாலின திருமணத்தில் கலந்துகொண்டவர்கள் கைது,ஒருபால் உறவு திருமணத்தின்போது எடுக்கப்பட்ட காணொளி என்று கூறப்படும் காணொளி ஒன்றில் தோன்றிய பல இளைஞர்களை கைது செய்துள்ளதாக சௌதி அரேபிய காவல்துறையினர் கூறியுள்ளனர்.
https://www.bbc.com/tamil/india-39105847,ஹைட்ரோ கார்பன் திட்டத்தை கைவிட மோதியிடம் எடப்பாடி பழனிசாமி வலியுறுத்தல்,"இந்திய பிரதமர் நரேந்திர மோதியை இன்று (திங்கள்கிழமை) தான் சந்தித்த போது நீட் தேர்விலிருந்து தமிழகத்துக்கு விலக்கு அளிக்கப்பட வேண்டும், ஹைட்ரோ கார்பன் திட்டத்தை கைவிட வேண்டும் உள்ளிட்ட பல கோரிக்கைகளை சமர்பித்ததாக தமிழக முதல்வர் எடப்பாடி பழனிசாமி செய்தியாளர்களிடம் தெரிவித்தார்."
https://www.bbc.com/tamil/india-38977882,ஒரே ராக்கெட்டில் 104 செயற்கைக்கோள்களை விண்ணில் ஏவி இந்தியா சாதனை,"ஒரே ராக்கெட்டில் 104 செயற்கைக்கோள்களை விண்ணில் செலுத்தி, இந்தியா புதிய வரலாற்று சாதனையை உருவாக்கியுள்ளது."
https://www.bbc.com/tamil/global-55642558,"""அரசியல் தலைவர்களுக்கு முதலில் கொரோனா தடுப்பூசி"" - நாராயணசாமி வலியுறுத்தல்",மக்களுக்கு நம்பிக்கை ஏற்படுத்தும் வகையில் முதல்வர்கள் மற்றும் அரசியல் தலைவர்கள் முதற்கட்டமாக கொரோனா தடுப்பூசி போட்டுக்கொள்ள இந்தியப் பிரதமர் நரேந்திர மோதியிடம் புதுச்சேரி முதல்வர் நாராயணசாமி கோரிக்கை விடுத்துள்ளார்.
https://www.bbc.com/tamil/global-53303598,கொரோனா தடுப்பு மருந்து இந்த ஆண்டிற்குள் தயாரிக்கப்படுமா? – டிரம்பின் கருத்தை மறுக்கும் அதிகாரி,"அமெரிக்காவின் மருந்துகள் கட்டுப்பாட்டு அமைப்பின் தலைவர், அந்நாட்டின் அதிபர் டிரம்ப் இந்த வருட இறுதிக்குள் கோவிட் 19க்கான தடுப்பு மருந்து தயாராகும் என தெரிவித்தது குறித்து சந்தேகம் தெரிவித்துள்ளார்."
https://www.bbc.com/tamil/sri-lanka-51989296,கொரோனா வைரஸ்: இலங்கையில் பாதிக்கப்பட்டோரின் எண்ணிக்கை தொடர்ந்து உயர்வு; ஊரடங்கு சட்டத்தை மீறிய 130 பேர் கைது,இலங்கையில் கொரோனா வைரஸ் தொற்றுக்குள்ளானவர்களின் எண்ணிக்கை 77 ஆக அதிகரித்துள்ளது.
https://www.bbc.com/tamil/sri-lanka-43326439,இலங்கை: புதிய சட்டம் ஒழுங்கு அமைச்சர் நியமனம்,"இலங்கையின் புதிய சட்டம், ஒழுங்கு அமைச்சராக ரஞ்சித் மத்தும பண்டார என்பவர் நியமிக்கப்பட்டுள்ளார். அம்பாறை மற்றும் கண்டி மாவட்டங்களில் வன்முறைகள் நடந்துள்ள நிலையில் இந்த அறிவிப்பும் வந்துள்ளது."
https://www.bbc.com/tamil/global-48429381,நேர்கொண்ட பார்வை: போஸ் கொடுத்த கழுகுப் படத்தால் புகழ் பெற்ற கனடா புகைப்படக்கலைஞர்,"தொழில்முறை சாராத கனடா புகைப்பட கலைஞர் எடுத்த பருந்து புகைப்படம் சர்வதேச அளவில் அவருக்கு பெயரையும், புகழையும் பெற்று தந்துள்ளது. இதன் காரணமாக தாம் நெகிழ்ந்து போய் உள்ளதாக கூறுகிறார் அந்த புகைப்பட கலைஞர்."
https://www.bbc.com/tamil/global-49385674,ஆப்கானிஸ்தானில் திருமண நிகழ்வில் குண்டுவெடிப்பு - 63 பேர் பலி,ஆப்கானிஸ்தான் தலைநகர் காபூலில் ஒரு திருமண நிகழ்வில் நடந்த குண்டுவெடிப்பில் குறைந்தது 63 பேர் கொல்லப்பட்டனர். 180க்கும் மேலானவர்கள் காயமடைந்துள்ளனர்.
https://www.bbc.com/tamil/global-50084210,பிரிட்டன் - ஐரோப்பிய ஒன்றியத்துக்கு இடையே புதிய பிரெக்ஸிட் ஒப்பந்தம்,பிரிட்டன் மற்றும் ஐரோப்பிய ஒன்றியத்துக்கு இடையில் ஒரு புதிய பிரெக்ஸிட் ஒப்பந்தம் ஒப்புக் கொள்ளப்பட்டுள்ளது.
https://www.bbc.com/tamil/india-41092394,சாமியார் ராம் ரஹீமை கடவுளாக பார்க்கும் குடும்பம்,"தேரா சச்சா செளதா அமைப்பின் சாமியார் குர்மீத் ராம் ரஹீம் மீதான பாலியல் வல்லுறவு குற்றம் உறுதி செய்யப்பட்டதாக நீதிமன்றம் தீர்ப்பளித்ததும், பல இடங்களில் வன்முறை பரவியது. ரஹீமுக்கு ஆறு கோடி பக்தர்கள் இருப்பதாக கூறப்படுகிறது."
https://www.bbc.com/tamil/global-46839804,பூனையை விரைவுத் தபாலில் அனுப்பி சிக்கலில் மாட்டிய இளைஞர்,"தான் வைத்துகொள்ள விரும்பாத பூனை ஒன்றை விரைவுத் தபாலில் அனுப்பி வைத்தவருக்கு தைவானில் பெருந்தொகை ஒன்று அபராதம் விதிக்கப்பட்டுள்ளது,"
https://www.bbc.com/tamil/science-47927441,விண்வெளியில் இருந்து கடலில் மிதக்கும் பிளாஸ்டிக் கழிவுகளை கண்டறியமுடியுமா?,கடலில் இருக்கும் பிளாஸ்டிக் கழிவுகளை விண்ணில் இருந்து கண்டுபிடிக்க முடியுமா என்பது குறித்து விஞ்ஞானிகள் ஆராய்ந்து வருகின்றனர்.
https://www.bbc.com/tamil/global-40246665,கொள்ளையில் பணம் பறிகொடுத்த முதியவருக்காக குவிந்த நன்கொடை: அசத்திய நெட்டிசன்கள்,"இந்தோனீஷியாவில், கொள்ளையர்களிடம் பணத் தைப் பறிகொடுத்த , பழம் விற்கும் முதியவருக் கு ஆதரவாக நெட்டிசன்கள் திரண்டு வந்து உதவியுள்ளனர்."
